User;Name;Date;changes
Category;Category;Date[dd/MM/yyyy HH:mm];int
Encolpe;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;10/12/2006 10:46;24
Nouky-and-co;Accapareurs;11/12/2006 08:12;699
Cqui;Contributions_directes;13/12/2006 10:36;373
Cqui;Contributions_directes;13/12/2006 10:44;366
Cqui;Contributions_directes;13/12/2006 10:46;357
Cqui;Contributions_directes;13/12/2006 10:47;2
Cqui;Contributions_directes;13/12/2006 10:48;10
Romanc19s;Conspiration_de_Bicêtre;14/12/2006 07:23;2
Archeos;Contributions_directes;15/12/2006 05:57;98
Cqui;Contributions_directes;15/12/2006 06:13;19
Archeos;Contributions_directes;15/12/2006 11:45;77
Sand;Bonnet_phrygien;18/12/2006 01:21;88
83.254.153.135;Alexandre_François_Marie_de_Beauharnais;18/12/2006 03:43;33
195.221.62.136;Bataille_de_Cholet;21/12/2006 03:26;4
195.221.62.136;Bataille_de_Cholet;21/12/2006 03:27;2
Escaladix;Bataille_de_Cholet;21/12/2006 03:27;0
Philippenusbaumer;Carle_Vernet;25/12/2006 09:59;125
209.130.195.126;Accapareurs;27/12/2006 09:07;7
Rei-bot;Bonnet_phrygien;29/12/2006 10:16;16
Solveig;Accapareurs;30/12/2006 07:28;139
Kyle the bot;Carle_Vernet;31/12/2006 08:35;37
Keriluamox;Corps_législatif_(Consulat_et_Premier_Empire);01/01/2007 08:49;1122
Keriluamox;Corps_législatif_(Consulat_et_Premier_Empire);01/01/2007 08:54;67
Keriluamox;Corps_législatif_(Consulat_et_Premier_Empire);01/01/2007 09:30;137
Keriluamox;Corps_législatif_(Consulat_et_Premier_Empire);01/01/2007 10:10;10
Groumfy69;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;02/01/2007 03:37;46
Wissenz;Adoption_par_Louis_XVI_de_la_cocarde_tricolore;03/01/2007 05:59;39
Parisette;Coup_d'État_du_18_fructidor_an_V;04/01/2007 04:30;14
Escarbot;André_Joseph_Abrial;04/01/2007 09:43;4
Brozouf;Bataille_de_Cholet;10/01/2007 10:08;24
Brozouf;Bataille_de_Cholet;10/01/2007 10:09;520
Brozouf;Bataille_de_Cholet;10/01/2007 10:12;525
Brozouf;Bataille_de_Cholet;10/01/2007 10:31;261
Brozouf;Bataille_de_Cholet;11/01/2007 06:31;19
Archeos;Bonnet_phrygien;12/01/2007 10:44;556
Archeos;Bonnet_phrygien;12/01/2007 10:45;10
Archeos;Bonnet_phrygien;13/01/2007 01:53;200
MyBot;Caroline_chérie_(1951);13/01/2007 09:13;8
75.72.158.173;Camille_Borghèse;16/01/2007 10:02;41
83.156.170.20;Bonnet_phrygien;21/01/2007 09:54;708
Laurent Nguyen;Bonnet_phrygien;21/01/2007 10:04;0
Khaerr;Bataille_de_Cholet;22/01/2007 04:03;27
Archeos;Bataille_de_Cholet;23/01/2007 04:55;24
Markus3;1er_régiment_de_dragons;28/01/2007 09:49;8
Pedro Lassouras;Caroline_chérie_(1951);01/02/2007 02:26;47
Pgreenfinch;Accapareurs;02/02/2007 08:24;4
Samsa;1er_régiment_de_dragons;02/02/2007 12:38;9
Thedreamstree;Accapareurs;04/02/2007 03:14;71
Khaerr;Bataille_de_Cholet;05/02/2007 06:30;297
Archeos;Armée_de_l'Ouest;06/02/2007 01:48;213
Archeos;Bataille_de_Cholet;06/02/2007 01:54;281
Khaerr;Bataille_de_Cholet;06/02/2007 10:25;27
Khaerr;Bataille_de_Cholet;06/02/2007 10:26;40
Idioma-bot;Bonnet_phrygien;10/02/2007 03:53;16
Escarbot;Accapareurs;11/02/2007 03:06;2
GillesC;Achille_Libéral_Treilhard;12/02/2007 09:56;10
Zawer;Complot_révolutionnaire_nantais_contre_les_modérés;14/02/2007 01:05;1
88.123.140.123;Benjamin_Zix;14/02/2007 09:56;197
Kirtap;Benjamin_Zix;15/02/2007 10:52;32
Philippenusbaumer;Benjamin_Zix;15/02/2007 11:03;961
Aymeric78;Coup_d'État_du_18_fructidor_an_V;16/02/2007 05:54;811
Zelda;Accapareurs;19/02/2007 08:55;6
Thijs!bot;Carle_Vernet;21/02/2007 07:39;37
Liquid-aim-bot;Accapareurs;22/02/2007 12:25;12
Keriluamox;Corps_législatif_(Consulat_et_Premier_Empire);25/02/2007 10:10;32
DodekBot;Ci-devant;27/02/2007 02:32;17
Éclusette;Caroline_chérie_(1951);28/02/2007 02:53;20
NicoV;Conseil_exécutif_(Révolution_française);01/03/2007 07:08;31
Chicobot;Caroline_chérie_(1951);01/03/2007 10:25;17
Pedro Lassouras;Club_de_1789;04/03/2007 03:25;26
Pedro Lassouras;André_Joseph_Abrial;04/03/2007 03:34;14
PieRRoBoT;Bataille_de_Cholet;05/03/2007 12:14;7
Pedro Lassouras;Club_de_1789;08/03/2007 10:25;64
Pedro Lassouras;Club_des_Impartiaux;08/03/2007 10:28;10
Babskwal M;Affaire_Réveillon;09/03/2007 09:31;10
90.19.154.11;Citoyen_actif;12/03/2007 05:05;199
90.19.154.11;Citoyen_actif;12/03/2007 05:12;204
Medium69;Citoyen_actif;12/03/2007 07:38;0
Jastrow;Camille_Borghèse;18/03/2007 01:57;44
Chicobot;Caroline_chérie_(1951);22/03/2007 10:30;13
83.204.247.8;Certificat_de_civisme;24/03/2007 03:51;2
83.204.247.8;Certificat_de_civisme;24/03/2007 03:52;0
